"timestamp","script","checks_rate","http_reqs_count","http_req_failed_rate","http_req_duration_avg","http_req_duration_min","http_req_duration_med","http_req_duration_max","http_req_duration_p90","http_req_duration_p95","http_req_duration_p99","http_req_waiting_avg","http_req_waiting_min","http_req_waiting_med","http_req_waiting_max","http_req_waiting_p90","http_req_waiting_p95","http_req_waiting_p99","http_req_blocked_avg","http_req_connecting_avg","http_req_tls_handshaking_avg","http_req_sending_avg","http_req_receiving_avg","iterations_count","iteration_duration_avg","iteration_duration_min","iteration_duration_med","iteration_duration_max","iteration_duration_p90","iteration_duration_p95","iteration_duration_p99","vus_value","vus_max_value","data_received_count","data_sent_count","http_reqs_rate","iterations_rate","checks_passes","checks_fails","data_received_rate","data_sent_rate","test_run_duration_ms"
"2026-07-25T01:17:19.548Z","listmaker-login-load","1","124735","0","1.1205588848358579","0","0.7806","72.4817","1.6554400000000051","2.4114799999999934","15.6867","0.9854899619192755","0","0.5773","72.4817","1.4397","2.0417","15.4963","0.037193623281356496","0.0019331903635707724","0.033152692508117226","0.0615361510402049","0.07353277187637909","124735","1001.9857685260731","1000.0011","1001.4401","1076.0619","1002.6597","1003.9950699999999","1018.5536","1","1000","87905613","21937725","487.461251148846","487.461251148846","374205","0","343532.9305807212","85732.07901438503","255887.0058"
"2026-07-25T02:45:17.781Z","listmaker-login-load","1","124732","0","1.1223637486771947","0","0.75835","49.8396","1.9973","2.8556949999999968","14.9248","0.9768670373280145","0","0.5659","49.6136","1.612690000000027","2.3186","14.4308","0.04204082352563898","0.0026005828496296073","0.03775124106083446","0.06754325994933151","0.07795345139980021","124732","1002.0070172634205","1000.0002","1001.4214","1081.3793","1002.95389","1004.6307","1017.5437","22","1000","87979002","21937092","487.896753352169","487.896753352169","374196","0","344135.18134050595","85808.2606290915","255652.4493"
